0.000000000000000000e+00,1.854164475082427899e+01,9.028505127758383253e+01,1.788929122950629136e+01,8.628100602684196474e+01,1.727086202254958458e+00,4.564662558211817767e-01
3.333333333333333287e-02,2.089776549883885792e+01,9.194808500651494398e+01,1.720657258804145329e+01,9.065478040226770418e+01,8.108497341868147190e-01,1.264123492852882835e+00
6.666666666666666574e-02,2.174077905447171233e+01,8.949741833327897211e+01,1.919307179074994352e+01,8.921517539700811028e+01,4.281227097365148948e-01,3.060557281408774477e-01
1.000000000000000056e-01,2.425715038568971238e+01,9.340644375499472574e+01,2.149204003334456914e+01,8.893908830973576585e+01,1.801398868655550156e-01,1.850805014028256590e+00
1.333333333333333315e-01,2.289726312154656185e+01,9.373139699916045231e+01,1.986429740341000993e+01,8.682016988013576508e+01,1.946530947811615508e+00,4.400022564559498695e-01
1.666666666666666574e-01,2.490476880809518789e+01,9.118730731572883030e+01,1.712804747359666990e+01,8.734385279604289565e+01,8.739653253601892269e-01,1.650735687636389892e+00
2.000000000000000111e-01,1.995571848406577686e+01,8.941237158376004857e+01,9.631169792459996160e+00,8.685190390043723596e+01,8.059365331937826116e-02,1.339320937675944068e+00
2.333333333333333370e-01,1.568999292908387311e+01,8.884266693187049668e+01,7.331115386285923741e+00,8.599582705929060467e+01,1.382581928990520126e+00,1.751790437739129958e-01
2.666666666666666630e-01,1.156013079421776624e+01,8.768627750217578409e+01,2.035034456859892593e+00,8.666908261954995396e+01,1.626602318561809826e-02,9.993421154455209843e-01
2.999999999999999889e-01,6.410840020232448921e+00,8.417365797044422493e+01,4.398705354995532169e+00,8.509270015771184603e+01,2.100765122022880682e+00,8.647725898785447729e-01
3.333333333333333148e-01,6.401496695235356915e-01,8.454608111140873916e+01,-2.908390223505518679e-01,8.462660226040611633e+01,6.479730863683613729e-01,1.582616404416955225e-01
3.666666666666666408e-01,-1.053918372862822928e+01,8.262953199682129934e+01,3.027245182279990843e+00,8.549339311623168669e+01,2.627725448941403696e-01,1.943198478226005055e-01
